Date,Open,High,Low,Close,Volume,Market.Cap,Coin,Delta
7/7/2017,212.72,213.08,194.8,196.46,"59,581,400","1,576,370,000",DASH,0.059892034
7/6/2017,210.34,227.89,205.37,213.17,"114,292,000","1,558,330,000",DASH,-0.002857771
7/5/2017,183.05,212.66,181.06,209.48,"93,285,800","1,354,980,000",DASH,0.115880181
7/4/2017,180.22,187.3,180.22,183.06,"51,222,900","1,333,710,000",DASH,0.033797047
7/3/2017,173.37,182.58,171.91,180.79,"40,038,200","1,282,650,000",DASH,0.086444918
7/2/2017,165.61,174.1,163.99,173.49,"33,257,700","1,224,910,000",DASH,0.076877116
7/1/2017,181.66,182.29,165.63,165.71,"42,283,100","1,343,300,000",DASH,-0.124834583
6/30/2017,177.3,184.58,177.3,181.77,"48,166,300","1,310,690,000",DASH,-0.047803726
6/29/2017,183.17,184.48,176.72,177.17,"42,548,600","1,353,710,000",DASH,-0.164594972
6/28/2017,177.01,185.97,174.59,184.13,"27,008,600","1,307,820,000",DASH,0.039755572
6/27/2017,162.89,176.02,153.94,176.02,"48,931,600","1,203,160,000",DASH,0.146951321
6/26/2017,172.96,175.91,149.22,162.89,"40,405,300","1,277,190,000",DASH,0.187469263
6/25/2017,182.35,183.43,169.3,172.88,"36,111,800","1,346,200,000",DASH,0.013006354
6/24/2017,189.31,190.52,178.61,182.62,"35,863,100","1,397,190,000",DASH,0.019629667
6/23/2017,177.03,193.47,177.03,189.26,"42,975,000","1,306,270,000",DASH,0.101368644
6/22/2017,179.29,183.33,175.72,177.06,"37,412,700","1,322,590,000",DASH,0.078355967
6/21/2017,187.77,188.09,175.04,178.81,"40,445,100","1,384,740,000",DASH,-0.027790752
6/20/2017,201.37,203.71,180.61,187.91,"58,960,400","1,484,670,000",DASH,-0.066426702
6/19/2017,193.21,208.42,192.88,201.26,"98,763,400","1,424,100,000",DASH,0.017912773
6/18/2017,178.52,193.93,176.12,193.53,"77,003,000","1,315,450,000",DASH,0.002679768
6/17/2017,166.21,183.85,166.16,178.13,"58,241,000","1,224,440,000",DASH,0.029971182
6/16/2017,163.63,167.65,158.43,166.25,"35,834,400","1,205,110,000",DASH,-0.054466231
6/15/2017,163.12,166.05,143.32,163.35,"48,167,500","1,201,030,000",DASH,-0.000873172
6/14/2017,183.65,191.58,156.18,163.21,"53,986,500","1,351,820,000",DASH,-0.014748627
6/13/2017,171.27,183.97,171.27,183.97,"51,568,400","1,260,370,000",DASH,-0.077333861
6/12/2017,187.1,197.17,162.31,170.78,"79,698,800","1,376,490,000",DASH,-0.051149695
6/11/2017,151.99,200.12,151.99,188.27,"155,786,000","1,117,860,000",DASH,0.067818748
6/10/2017,149.13,152.48,147.84,152,"32,894,500","1,096,550,000",DASH,0.005847953
6/9/2017,144.94,149.69,144.94,148.93,"28,944,700","1,065,470,000",DASH,0.066113923
